"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"AGO","Angola","AGO.1_1","Bengo",571992.995818958,0.195391155297346,0.180021597476248,2020
"AGO","Angola","AGO.2_1","Benguela",1898506.28634067,0.0838739075041131,0.0794393740499229,2020
"AGO","Angola","AGO.3_1","Bié",1074072.62457317,0.35288269357041,0.271710493841011,2020
"AGO","Angola","AGO.4_1","Cabinda",1276240.33848672,0.287468424748357,0.232741408109413,2020
"AGO","Angola","AGO.5_1","Cuando Cubango",416765.693758786,0.208759624097232,0.328900197005257,2020
"AGO","Angola","AGO.6_1","Cuanza Norte",354134.021233764,0.301151140929854,0.278101794064313,2020
"AGO","Angola","AGO.7_1","Cuanza Sul",1872991.5323709,0.197613750238403,0.161133213465182,2020
"AGO","Angola","AGO.8_1","Cunene",1196210.61736836,0.0816181592139675,0.0642974573504775,2020
"AGO","Angola","AGO.9_1","Huambo",1685097.74846813,0.0469025711772931,0.0421067513018161,2020
"AGO","Angola","AGO.10_1","Huíla",3198060.82241905,0.0623214309655528,0.0464078425693484,2020
"AGO","Angola","AGO.11_1","Luanda",15986938.9050913,0.151096642775051,0.134327300209476,2020
"AGO","Angola","AGO.12_1","Lunda Norte",880753.466701776,0.235695657617108,0.242868105218789,2020
"AGO","Angola","AGO.13_1","Lunda Sul",514518.317150518,0.279630709543248,0.18894000421819,2020
"AGO","Angola","AGO.14_1","Malanje",952502.838153318,0.299287411865297,0.235654843867898,2020
"AGO","Angola","AGO.15_1","Moxico",1196268.10851001,0.243309279540754,0.263637061153716,2020
"AGO","Angola","AGO.16_1","Namibe",625191.575451836,0.0508484037788721,0.0421767618756168,2020
"AGO","Angola","AGO.17_1","Uíge",914176.81226939,0.369977705122019,0.329382859483731,2020
"AGO","Angola","AGO.18_1","Zaire",742624.058683652,0.285329192907138,0.290716126649541,2020
"BDI","Burundi","BDI.1_1","Bubanza",431595.252632141,0.062228055074811,0.0661469968429038,2020
"BDI","Burundi","BDI.2_1","Bujumbura Mairie",693823.889190674,0.038398413253682,0.0515537120520004,2020
"BDI","Burundi","BDI.3_1","Bujumbura Rural",973581.486125231,0.0387836782947967,0.0515730267669596,2020
"BDI","Burundi","BDI.4_1","Bururi",864209.372436523,0.0464463196694851,0.0603628142086432,2020
"BDI","Burundi","BDI.5_1","Cankuzo",318655.062599182,0.254077883996069,0.23790632951357,2020
"BDI","Burundi","BDI.6_1","Cibitoke",580085.978492737,0.0895062129323681,0.0982324269540669,2020
"BDI","Burundi","BDI.7_1","Gitega",871409.220153809,0.121356526496767,0.126319609746281,2020
"BDI","Burundi","BDI.8_1","Karuzi",546755.905395508,0.230893095927452,0.229542863845267,2020
"BDI","Burundi","BDI.9_1","Kayanza",849129.095748901,0.0988256519491022,0.108585035349162,2020
"BDI","Burundi","BDI.10_1","Kirundo",837948.444884062,0.210822824479603,0.211099374801631,2020
"BDI","Burundi","BDI.11_1","Makamba",574620.928910971,0.113738430407027,0.141757125282534,2020
"BDI","Burundi","BDI.12_1","Muramvya",367191.791351318,0.0723883662252657,0.0763736265266676,2020
"BDI","Burundi","BDI.13_1","Muyinga",985813.936279297,0.231173030345848,0.199883863033934,2020
"BDI","Burundi","BDI.14_1","Mwaro",346771.824813843,0.0440346113382242,0.0512711113388494,2020
"BDI","Burundi","BDI.15_1","Ngozi",820155.810089111,0.185460851993412,0.173013411802935,2020
"BDI","Burundi","BDI.16_1","Rutana",536408.63520813,0.174468234004009,0.170230799939173,2020
"BDI","Burundi","BDI.17_1","Ruyigi",608158.012638092,0.230416645847478,0.225794837131958,2020
"BEN","Benin","BEN.1_1","Alibori",1197983.46787262,0.344709603240292,0.339296462764918,2020
"BEN","Benin","BEN.2_1","Atakora",1035398.63365936,0.483811563524333,0.494118984324135,2020
"BEN","Benin","BEN.3_1","Atlantique",2058978.81917858,0.387993730604649,0.32059582672412,2020
"BEN","Benin","BEN.4_1","Borgou",1683825.45304012,0.434958394425327,0.390204637870569,2020
"BEN","Benin","BEN.5_1","Collines",860192.522418022,0.473146531747798,0.443500852132582,2020
"BEN","Benin","BEN.6_1","Donga",709088.468332291,0.555233861743374,0.483302668527365,2020
"BEN","Benin","BEN.7_1","Kouffo",918218.641283035,0.473748839419821,0.453124949171171,2020
"BEN","Benin","BEN.8_1","Littoral",417938.481445312,0.195123799145222,0.192451353492125,2020
"BEN","Benin","BEN.9_1","Mono",580919.921424866,0.415583177595525,0.392206921145904,2020
"BEN","Benin","BEN.10_1","Ouémé",1290955.405159,0.311395884065305,0.269129055524418,2020
"BEN","Benin","BEN.11_1","Plateau",793508.881062984,0.378839618348061,0.316341633539572,2020
"BEN","Benin","BEN.12_1","Zou",1071180.28944969,0.40271657631721,0.378264442600945,2020
"BFA","Burkina Faso","BFA.1_1","Boucle du Mouhoun",1917593.22289473,0.211156463583093,0.210240524547713,2020
"BFA","Burkina Faso","BFA.2_1","Cascades",1141827.48630595,0.250047085861387,0.222204771114216,2020
"BFA","Burkina Faso","BFA.7_1","Centre",4193918.02395058,0.114193629692583,0.0804464469580046,2020
"BFA","Burkina Faso","BFA.3_1","Centre-Est",1695088.53459144,0.162723906752734,0.134023384751334,2020
"BFA","Burkina Faso","BFA.4_1","Centre-Nord",1741130.25023937,0.180155424556548,0.175033765049743,2020
"BFA","Burkina Faso","BFA.5_1","Centre-Ouest",1709250.87162685,0.221129964403701,0.205569282734963,2020
"BFA","Burkina Faso","BFA.6_1","Centre-Sud",884817.221496403,0.130210803284643,0.120587109703008,2020
