"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","coverage_mean","coverage_pop_weighted","year"
"DJI","Djibouti","DJI.1_1","Ali Sabieh","DJI.1.1_1","Ali Sabieh",124898.06381464,0.498075568491651,0.495356312914404,2019
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.1_1","As Eyla",35469.3178528845,0.495220372529879,0.479169946727042,2019
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.2_1","Dikhil",50520.0977950096,0.499307089618274,0.440074511898307,2019
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.3_1","Yoboki",51348.7136197984,0.490642805577843,0.390070720662889,2019
"DJI","Djibouti","DJI.3_1","Djibouti","DJI.3.1_1","Djibouti",561514.082421303,0.501538725569844,0.503714807296338,2019
"DJI","Djibouti","DJI.4_1","Obock","DJI.4.1_1","Alaili Dadda",15928.5296666622,0.499156871863774,0.467380692547211,2019
"DJI","Djibouti","DJI.4_1","Obock","DJI.4.2_1","Obock",44119.5020589828,0.49941430059005,0.477224115776238,2019
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.1_1","Balha",30023.9956274033,0.485419235229492,0.277691378668622,2019
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.2_1","Dorra",27381.2620308399,0.49428037305673,0.331599538939339,2019
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.3_1","Randa",44961.6278362274,0.49889904994231,0.406642535473266,2019
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.4_1","Tadjourah",45323.5240511894,0.500794485211372,0.433216050987578,2019
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.1_1","Asmara City",294478.570510864,0.399535739421845,0.252898102179779,2019
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.2_1","Berikh",100428.045524597,0.398014601071676,0.398465343099424,2019
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.3_1","Ghala Nefhi",166122.089935303,0.399009788813798,0.397333098121616,2019
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.4_1","Serejeka",63491.4387969971,0.400491719062512,0.399886815195269,2019
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.1_1","Afabet",203953.499133825,0.407364745934804,0.386849747248097,2019
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.2_1","Foro",130540.948991776,0.407879843747705,0.405469810390595,2019
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.3_1","Ghelaelo'",73859.7287489176,0.404485833372029,0.369704846209793,2019
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.4_1","Ghida`e",173265.338641167,0.407891427541708,0.406082568198963,2019
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.5_1","Karora",84134.8791630268,0.403030337373677,0.34765984167064,2019
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.6_1","Mitswa`e City",77576.0691633224,0.410560484443392,0.412284614846514,2019
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.7_1","Nakfa",203120.936327934,0.403573502618146,0.403550438329779,2019
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.8_1","Sheib",128537.480640411,0.409987818169337,0.393883971663431,2019
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.1_1","Areta'",25505.9916241765,0.397720981257521,0.373418470190772,2019
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.2_1","Central So. Red-Sea",22427.8113127053,0.401700671992184,0.210408786395662,2019
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.3_1","Dahlak",5554.04997515678,0.405254660050074,0.246961920626526,2019
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.4_1","So. Southern Red-Sea",45265.4708249047,0.361076488097509,0.0812768372238395,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.1_1","Akordat",22936.134560585,0.409162333478098,0.409824963923128,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.2_1","Barentu",34149.8653764725,0.402941065175193,0.403147123740762,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.3_1","Dghe",92855.640463829,0.405379209087955,0.40419952137655,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.4_1","Forto",58412.7335782051,0.402640262336442,0.388102821306225,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.5_1","Gogne",61702.1596508026,0.403840205464207,0.404603608086251,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.6_1","Haykota",60361.2936592102,0.405858459120447,0.407048578213824,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.7_1","La`Elay Gash",92141.6389894485,0.399628534405069,0.398435696703817,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.8_1","Logo Anseba",60451.8148164749,0.404285060804944,0.402278410350805,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.9_1","Mansura",56285.1462249756,0.403948985091571,0.403216567361233,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.10_1","Mogolo",26418.0890049934,0.404404686689377,0.404625330064266,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.11_1","Omhajer",118327.230131626,0.401235187925944,0.39589619915617,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.12_1","Shemboko",119740.679619789,0.400598270575637,0.399560597220379,2019
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.13_1","Teseneye",72125.7455897331,0.408374645389043,0.406917421045975,2019
