"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","coverage_mean","coverage_pop_weighted","year"
"DJI","Djibouti","DJI.1_1","Ali Sabieh","DJI.1.1_1","Ali Sabieh",130591.899083614,0.498075568491651,0.49478816819441,2020
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.1_1","As Eyla",35596.6892032772,0.495220372529879,0.479808172262924,2020
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.2_1","Dikhil",52672.7923865318,0.499307089618274,0.437594522066787,2020
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.3_1","Yoboki",52491.7429801077,0.490642805577843,0.388804148748225,2020
"DJI","Djibouti","DJI.3_1","Djibouti","DJI.3.1_1","Djibouti",576388.337894917,0.501538725569844,0.503721634766711,2020
"DJI","Djibouti","DJI.4_1","Obock","DJI.4.1_1","Alaili Dadda",15601.5050644875,0.499156871863774,0.465656923979338,2020
"DJI","Djibouti","DJI.4_1","Obock","DJI.4.2_1","Obock",47982.2865793705,0.49941430059005,0.47724995205169,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.1_1","Balha",33731.8614053726,0.485419235229492,0.273005952590461,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.2_1","Dorra",28725.288901329,0.49428037305673,0.33119351558567,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.3_1","Randa",46428.8883230686,0.49889904994231,0.406013696168709,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.4_1","Tadjourah",48464.8060526848,0.500794485211372,0.439803019327211,2020
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.1_1","Asmara City",283980.304473877,0.399535739421845,0.254766515132851,2020
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.2_1","Berikh",109252.334442139,0.398014601071676,0.398511936377385,2020
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.3_1","Ghala Nefhi",178430.724018097,0.399009788813798,0.397315602991081,2020
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.4_1","Serejeka",62662.0839958191,0.400491719062512,0.39984405974691,2020
