"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"RWA","Rwanda","RWA.1_1","Amajyaruguru",1903021.45274544,0.423811302154879,0.210253503229077,2020
"RWA","Rwanda","RWA.2_1","Amajyepfo",3129110.68286228,0.425624910844575,0.370081644809484,2020
"RWA","Rwanda","RWA.3_1","Iburasirazuba",3808058.89027625,0.426699081533834,0.422463341704407,2020
"RWA","Rwanda","RWA.4_1","Iburengerazuba",2825891.10325527,0.424711138653241,0.264574991512547,2020
"RWA","Rwanda","RWA.5_1","Umujyi wa Kigali",1661174.32984924,0.426689862328417,0.427463651074914,2020
"SDN","Sudan","SDN.1_1","Al Jazirah",3936919.33675432,0.389459796077488,0.390276148158187,2020
"SDN","Sudan","SDN.2_1","Al Qadarif",1731286.33227509,0.385987313393519,0.375590393025587,2020
"SDN","Sudan","SDN.3_1","Blue Nile",1164657.60547656,0.383663459398049,0.301528738440187,2020
"SDN","Sudan","SDN.4_1","Central Darfur",790980.27640295,0.383848358471828,0.383096612743943,2020
"SDN","Sudan","SDN.5_1","East Darfur",2297308.28428721,0.384732435244361,0.384050243578441,2020
"SDN","Sudan","SDN.6_1","Kassala",2215018.93787789,0.386522553900487,0.37125012371083,2020
"SDN","Sudan","SDN.7_1","Khartoum",7373598.45182514,0.38653775880681,0.382272387365195,2020
"SDN","Sudan","SDN.8_1","North Darfur",3355675.67376978,0.380425966038428,0.349379939764411,2020
"SDN","Sudan","SDN.9_1","North Kurdufan",2842393.12374261,0.379592728588184,0.350183575107754,2020
"SDN","Sudan","SDN.10_1","Northern",911316.651649874,0.385043756396575,0.127260642682043,2020
"SDN","Sudan","SDN.11_1","Red Sea",2421527.40312535,0.382977396546115,0.199366670167176,2020
"SDN","Sudan","SDN.12_1","River Nile",1514230.93839937,0.385711524311234,0.28211692770734,2020
"SDN","Sudan","SDN.13_1","Sennar",1755889.24795961,0.38635475373206,0.386531083580457,2020
"SDN","Sudan","SDN.14_1","South Darfur",4302228.81864476,0.383686334873638,0.383626350428524,2020
"SDN","Sudan","SDN.15_1","South Kurdufan",883917.425450206,0.383137176874018,0.38371532675541,2020
"SDN","Sudan","SDN.16_1","West Darfur",808749.375626564,0.383943067962716,0.377173193518536,2020
"SDN","Sudan","SDN.17_1","West Kurdufan",1754048.59958744,0.385027703996564,0.384803611717964,2020
"SDN","Sudan","SDN.18_1","White Nile",2536943.20487145,0.384648144582384,0.384544443209409,2020
